CONSÓRCIO/EMPRESA	SERVIÇO	LINHA	INTEGRAÇÃO	CIRCULARDENOMINAÇÃO		EXTENSÃO	TARIFA	PEDÁGIO	INTEGRAÇÃO	+ PEDÁGIO
ANHANGUERA	COMUM	324	303	-	Integração com Linha 082DV1 Seccionamento 1 - PIRAPORA DO BOM JESUS (JARDIM BOM JESUS) - BARUERI	40.397	5,90	-	-	5,90
ANHANGUERA	COMUM	324	304	-	Integração com Linha 418 - PIRAPORA DO BOM JESUS (JARDIM BOM JESUS) - BARUERI (PARQUE IMPERIAL)	35.772	5,90	-	-	5,90
ANHANGUERA	COMUM	324	305	-	Integração com Linha 418 - SANTANA DE PARNAIBA (COLINAS DA ANHANGUERA) - BARUERI (CENTRO)	30.377	5,90	-	-	5,90
ANHANGUERA	COMUM	324	306	-	Integração com Linha 564 - SANTANA DE PARNAIBA (COLINAS DE ANHANGUERA) - SAO PAULO (MORRO DO	11.797	5,65	0,45	-	6,10
										
(*)A tarifa+pedágio:valor pago pelo usuário										
(1)O usuário c/ origem no Metrô ou SPTRANS, paga o complemento no Ônibus Interm.										
(2)Legenda p/ integ.tarifárias: 201 a 215: Trilhos; 300-399:Ônibus Interm.; 400-499:Ônibus Munic.; 500-699:Ônibus Cor. ABD										
										
										
										
										
										
RELATÓRIO TARIFÁRIO - RMSP										
										
Data da Vigência:	09.01.2016									
Data da Atualização:	14.03.2016									
			SEÇÃO/					PARCELA	PARCELA	TARIFA
CONSÓRCIO/EMPRESA	SERVIÇO	LINHA	INTEGRAÇÃO	CIRCULARDENOMINAÇÃO		EXTENSÃO	TARIFA	PEDÁGIO	INTEGRAÇÃO	+ PEDÁGIO
			-2						TRILHOS	+ TRILHOS
ANHANGUERA	COMUM	324	307	-	Integração com Linha 564 - BARUERI (PARQUE IMPERIAL) - SAO PAULO (MORRO DOCE)	44.811	5,65	0,45	-	6,10
ANHANGUERA	COMUM	324	308	-	Integração com Linha 805 - PIRAPORA DO BOM JESUS (JARDIM BOM JESUS) - BARUERI (PARQUE IMPERIAL)	35.685	5,90	-	-	5,90
ANHANGUERA	COMUM	324	309	-	Integração com Linha 824 - PIRAPORA DO BOM JESUS (JARDIM BOM JESUS) - BARUERI (PARQUE IMPERIAL)	38.417	5,90	-	-	5,90
ANHANGUERA	COMUM	324	310	-	Integração com Linha 824 - SANTANA DE PARNAIBA (COLINAS DA ANHANGUERA) - BARUERI (CENTRO)	30.378	5,90	-	-	5,90
ANHANGUERA	COMUM	324	311	-	Integração com Linha 824VP1 - PIRAPORA DO BOM JESUS (PARQUE PAIOL) - BARUERI (PARQUE IMPERIAL)	32.549	5,90	-	-	5,90
ANHANGUERA	COMUM	324	312	-	Integração com Linha 824VP1 - SANTANA DE PARNAIBA (COLINAS DA ANHANGUERA) - BARUERI (CENTRO)	30.378	5,90	-	-	5,90
ANHANGUERA	COMUM	324BI1	-	-	SANTANA DE PARNAIBA (JARDIM SAO LUIS)- BARUERI (PARQUE IMPERIAL) via BARUERI (ALPHAVILLE)	25.119	4,20	-	-	4,20
ANHANGUERA	COMUM	324BI1	201	-	Integração com LINHA 1 AZUL DO METRO - SANTANA DE PARNAIBA (JARDIM SAO LUIS) - LINHA 1 AZUL DO M	25.119	4,20	-	2,12	6,32
ANHANGUERA	COMUM	324BI1	202	-	Integração com LINHA 2 VERDE DO METRO - SANTANA DE PARNAIBA (JARDIM SAO LUIS) - LINHA 2 VERDE D	25.119	4,20	-	2,12	6,32
ANHANGUERA	COMUM	324BI1	203	-	Integração com LINHA 3 VERMELHA DO METRO - SANTANA DE PARNAIBA (JARDIM SAO LUIS) - LINHA 3 VER	25.119	4,20	-	2,12	6,32
ANHANGUERA	COMUM	324BI1	204	-	Integração com LINHA 4 AMARELA DO METRO - SANTANA DE PARNAIBA (JARDIM SAO LUIS) - LINHA 4 AMAR	25.119	4,20	-	2,12	6,32
ANHANGUERA	COMUM	324BI1	205	-	Integração com LINHA 5 LILAS DO METRO - SANTANA DE PARNAIBA (JARDIM SAO LUIS) - LINHA 5 LILAS DO	25.119	4,20	-	2,12	6,32
ANHANGUERA	COMUM	324BI1	207	-	Integração com LINHA 7 RUBI DA CPTM - SANTANA DE PARNAIBA (JARDIM SAO LUIS) - LINHA 7 RUBI DA CPT	25.119	4,20	-	2,12	6,32
ANHANGUERA	COMUM	324BI1	208	-	Integração com LINHA 8 DIAMANTE DA CPTM - SANTANA DE PARNAIBA (JARDIM SAO LUIS) - LINHA 8 DIAMA	25.119	4,20	-	2,12	6,32
ANHANGUERA	COMUM	324BI1	209	-	Integração com LINHA 9 ESMERALDA DA CPTM - SANTANA DE PARNAIBA (JARDIM SAO LUIS) - LINHA 9 ESM	25.119	4,20	-	2,12	6,32
ANHANGUERA	COMUM	324BI1	210	-	Integração com LINHA 10 TURQUESA DA CPTM - SANTANA DE PARNAIBA (JARDIM SAO LUIS) - LINHA 1- TUR	25.119	4,20	-	2,12	6,32
ANHANGUERA	COMUM	324BI1	211	-	Integração com LINHA 11 CORAL DA CPTM - SANTANA DE PARNAIBA (JARDIM SAO LUIS) - LINHA 11 CORAL	25.119	4,20	-	2,12	6,32
ANHANGUERA	COMUM	324BI1	212	-	Integração com LINHA 12 SAFIRA DA CPTM - SANTANA DE PARNAIBA (JARDIM SAO LUIS) - LINHA 12 SAFIRA	25.119	4,20	-	2,12	6,32
ANHANGUERA	COMUM	324BI1	215	-	Integração com LINHA 15 PRATA DO METRO - SANTANA DE PARNAIBA (JARDIM SAO LUIS) - LINHA 15 PRATA	25.119	4,20	-	2,12	6,32
ANHANGUERA	COMUM	324BI1	301	-	Integração com Linha 082 Seccionamento 1 - PIRAPORA DO BOM JESUS (JARDIM BOM JESUS) - BARUERI (PA	38.370	5,90	-	-	5,90
ANHANGUERA	COMUM	324BI1	302	-	Integração com Linha 082BI1 Seccionamento 1 - PIRAPORA DO BOM JESUS (IGAVETA) - BARUERI (PARQUE IM	43.364	5,90	-	-	5,90
ANHANGUERA	COMUM	324BI1	303	-	Integração com Linha 082DV1 Seccionamento 1 - PIRAPORA DO BOM JESUS (JARDIM BOM JESUS) - BARUERI	41.420	5,90	-	-	5,90
ANHANGUERA	COMUM	324BI1	304	-	Integração com Linha 418 - PIRAPORA DO BOM JESUS (JARDIM BOM JESUS) - BARUERI (PARQUE IMPERIAL)	36.795	5,90	-	-	5,90
ANHANGUERA	COMUM	324BI1	305	-	Integração com Linha 564 - SANTANA DE PARNAIBA (JARDIM SAO LUIS) - SAO PAULO (MORRO DOCE)	25.113	5,65	0,45	-	6,10
ANHANGUERA	COMUM	324BI1	306	-	Integração com Linha 564 - BARUERI (PARQUE IMPERIAL) - SAO PAULO (MORRO DOCE)	45.834	5,65	0,45	-	6,10
ANHANGUERA	COMUM	324BI1	307	-	Integração com Linha 805 - PIRAPORA DO BOM JESUS (JARDIM BOM JESUS) - BARUERI (PARQUE IMPERIAL)	36.708	5,90	-	-	5,90
ANHANGUERA	COMUM	324BI1	308	-	Integração com Linha 824 - PIRAPORA DO BOM JESUS (JARDIM BOM JESUS) - BARUERI (PARQUE IMPERIAL)	39.440	5,90	-	-	5,90
ANHANGUERA	COMUM	324BI1	309	-	Integração com Linha 824VP1 - PIRAPORA DO BOM JESUS (PARQUE PAOL) - BARUERI (PARQUE IMPERIAL)	33.572	5,90	-	-	5,90
ANHANGUERA	COMUM	329	-	-	CARAPICUIBA (VILA MENCK)- SAO PAULO (PINHEIROS) via RODOVIA RAPOSO TAVARES	25.502	5,15	-	-	5,15
ANHANGUERA	COMUM	329	201	-	Integração com LINHA 1 AZUL DO METRO - CARAPICUIBA (VILA MENCK) - LINHA 1 AZUL DO METRO	25.502	5,15	-	2,12	7,27
ANHANGUERA	COMUM	329	202	-	Integração com LINHA 2 VERDE DO METRO - CARAPICUIBA (VILA MENCK) - LINHA 2 VERDE DO METRO	25.502	5,15	-	2,12	7,27
ANHANGUERA	COMUM	329	203	-	Integração com LINHA 3 VERMELHA DO METRO - CARAPICUIBA (VILA MENCK) - LINHA 3 VERMELHA DO MET	25.502	5,15	-	2,12	7,27
ANHANGUERA	COMUM	329	204	-	Integração com LINHA 4 AMARELA DO METRO - CARAPICUIBA (VILA MENCK) - LINHA 4 AMARELA DO METRO	25.502	5,15	-	2,12	7,27
ANHANGUERA	COMUM	329	205	-	Integração com LINHA 5 LILAS DO METRO - CARAPICUIBA (VILA MENCK) - LINHA 5 LILAS DO METRO	25.502	5,15	-	2,12	7,27
ANHANGUERA	COMUM	329	207	-	Integração com LINHA 7 RUBI DA CPTM - CARAPICUIBA (VILA MENCK) - LINHA 7 RUBI DA CPTM	25.502	5,15	-	2,12	7,27
ANHANGUERA	COMUM	329	208	-	Integração com LINHA 8 DIAMANTE DA CPTM - CARAPICUIBA (VILA MENCK) - LINHA 8 DIAMANTE DA CPTM	25.502	5,15	-	2,12	7,27
ANHANGUERA	COMUM	329	209	-	Integração com LINHA 9 ESMERALDA DA CPTM - CARAPICUIBA (VILA MENCK) - LINHA 9 ESMERALDA DA CPT	25.502	5,15	-	2,12	7,27
ANHANGUERA	COMUM	329	210	-	Integração com LINHA 10 TURQUESA DA CPTM - CARAPICUIBA (VILA MENCK) - LINHA 1- TURQUESA DA CPT	25.502	5,15	-	2,12	7,27
ANHANGUERA	COMUM	329	211	-	Integração com LINHA 11 CORAL DA CPTM - CARAPICUIBA (VILA MENCK) - LINHA 11 CORAL DA CPTM	25.502	5,15	-	2,12	7,27
										
(*)A tarifa+pedágio:valor pago pelo usuário										
(1)O usuário c/ origem no Metrô ou SPTRANS, paga o complemento no Ônibus Interm.										
(2)Legenda p/ integ.tarifárias: 201 a 215: Trilhos; 300-399:Ônibus Interm.; 400-499:Ônibus Munic.; 500-699:Ônibus Cor. ABD										
										
										
										
										
										
RELATÓRIO TARIFÁRIO - RMSP										
										
Data da Vigência:	09.01.2016									
Data da Atualização:	14.03.2016									
			SEÇÃO/					PARCELA	PARCELA	TARIFA
CONSÓRCIO/EMPRESA	SERVIÇO	LINHA	INTEGRAÇÃO	CIRCULARDENOMINAÇÃO		EXTENSÃO	TARIFA	PEDÁGIO	INTEGRAÇÃO	+ PEDÁGIO
			-2						TRILHOS	+ TRILHOS
ANHANGUERA	COMUM	329	212	-	Integração com LINHA 12 SAFIRA DA CPTM - CARAPICUIBA (VILA MENCK) - LINHA 12 SAFIRA DA CPTM	25.502	5,15	-	2,12	7,27
ANHANGUERA	COMUM	329	215	-	Integração com LINHA 15 PRATA DO METRO - CARAPICUIBA (VILA MENCK) - LINHA 15 PRATA DO METRO	25.502	5,15	-	2,12	7,27
ANHANGUERA	COMUM	329	401	-	Integração com LINHAS MUNICIPAIS DE CARAPICUIBA - CARAPICUIBA (VILA MENCK- R. RAFARD/ ROSEIRA P	29.744	6,15	-	-	6,15
ANHANGUERA	COMUM	331	-	-	CAIEIRAS (LARANJEIRAS)- SAO PAULO (TERMINAL RODOVIARIO BARRA FUNDA) via SAO PAULO (PARADA	26.901	5,00	-	-	5,00
ANHANGUERA	COMUM	331	201	-	Integração com LINHA 1 AZUL DO METRO - CAIEIRAS (LARANJEIRAS) - LINHA 1 AZUL DO METRO	26.901	5,00	-	2,12	7,12
ANHANGUERA	COMUM	331	202	-	Integração com LINHA 2 VERDE DO METRO - CAIEIRAS (LARANJEIRAS) - LINHA 2 VERDE DO METRO	26.901	5,00	-	2,12	7,12
ANHANGUERA	COMUM	331	203	-	Integração com LINHA 3 VERMELHA DO METRO - CAIEIRAS (LARANJEIRAS) - LINHA 3 VERMELHA DO METRO	26.901	5,00	-	2,12	7,12
ANHANGUERA	COMUM	331	204	-	Integração com LINHA 4 AMARELA DO METRO - CAIEIRAS (LARANJEIRAS) - LINHA 4 AMARELA DO METRO	26.901	5,00	-	2,12	7,12
ANHANGUERA	COMUM	331	205	-	Integração com LINHA 5 LILAS DO METRO - CAIEIRAS (LARANJEIRAS) - LINHA 5 LILAS DO METRO	26.901	5,00	-	2,12	7,12
ANHANGUERA	COMUM	331	207	-	Integração com LINHA 7 RUBI DA CPTM - CAIEIRAS (LARANJEIRAS) - LINHA 7 RUBI DA CPTM	26.901	5,00	-	2,12	7,12
ANHANGUERA	COMUM	331	208	-	Integração com LINHA 8 DIAMANTE DA CPTM - CAIEIRAS (LARANJEIRAS) - LINHA 8 DIAMANTE DA CPTM	26.901	5,00	-	2,12	7,12
ANHANGUERA	COMUM	331	209	-	Integração com LINHA 9 ESMERALDA DA CPTM - CAIEIRAS (LARANJEIRAS) - LINHA 9 ESMERALDA DA CPTM	26.901	5,00	-	2,12	7,12
ANHANGUERA	COMUM	331	210	-	Integração com LINHA 10 TURQUESA DA CPTM - CAIEIRAS (LARANJEIRAS) - LINHA 1- TURQUESA DA CPTM	26.901	5,00	-	2,12	7,12
ANHANGUERA	COMUM	331	211	-	Integração com LINHA 11 CORAL DA CPTM - CAIEIRAS (LARANJEIRAS) - LINHA 11 CORAL DA CPTM	26.901	5,00	-	2,12	7,12
ANHANGUERA	COMUM	331	212	-	Integração com LINHA 12 SAFIRA DA CPTM - CAIEIRAS (LARANJEIRAS) - LINHA 12 SAFIRA DA CPTM	26.901	5,00	-	2,12	7,12
ANHANGUERA	COMUM	331	215	-	Integração com LINHA 15 PRATA DO METRO - CAIEIRAS (LARANJEIRAS) - LINHA 15 PRATA DO METRO	26.901	5,00	-	2,12	7,12
ANHANGUERA	COMUM	345	-	-	BARUERI (VALE DO SOL)- SAO PAULO (LAPA)	29.942	5,25	-	-	5,25
ANHANGUERA	COMUM	345	01	-	BARUERI (VALE DO SOL) - OSASCO (VILA YARA)	20.832	4,55	-	-	4,55
ANHANGUERA	COMUM	345	02	-	BARUERI (JARDIM MARIA HELENA) - SAO PAULO (LAPA)	20.882	4,90	-	-	4,90
ANHANGUERA	COMUM	345	201	-	Integração com LINHA 1 AZUL DO METRO - BARUERI (VALE DO SOL) - LINHA 1 AZUL DO METRO	29.942	5,25	-	2,12	7,37
ANHANGUERA	COMUM	345	202	-	Integração com LINHA 2 VERDE DO METRO - BARUERI (VALE DO SOL) - LINHA 2 VERDE DO METRO	29.942	5,25	-	2,12	7,37
ANHANGUERA	COMUM	345	203	-	Integração com LINHA 3 VERMELHA DO METRO - BARUERI (VALE DO SOL) - LINHA 3 VERMELHA DO METRO	29.942	5,25	-	2,12	7,37
ANHANGUERA	COMUM	345	204	-	Integração com LINHA 4 AMARELA DO METRO - BARUERI (VALE DO SOL) - LINHA 4 AMARELA DO METRO	29.942	5,25	-	2,12	7,37
ANHANGUERA	COMUM	345	205	-	Integração com LINHA 5 LILAS DO METRO - BARUERI (VALE DO SOL) - LINHA 5 LILAS DO METRO	29.942	5,25	-	2,12	7,37
ANHANGUERA	COMUM	345	207	-	Integração com LINHA 7 RUBI DA CPTM - BARUERI (VALE DO SOL) - LINHA 7 RUBI DA CPTM	29.942	5,25	-	2,12	7,37
ANHANGUERA	COMUM	345	208	-	Integração com LINHA 8 DIAMANTE DA CPTM - BARUERI (VALE DO SOL) - LINHA 8 DIAMANTE DA CPTM	29.942	5,25	-	2,12	7,37
ANHANGUERA	COMUM	345	209	-	Integração com LINHA 9 ESMERALDA DA CPTM - BARUERI (VALE DO SOL) - LINHA 9 ESMERALDA DA CPTM	29.942	5,25	-	2,12	7,37
ANHANGUERA	COMUM	345	210	-	Integração com LINHA 10 TURQUESA DA CPTM - BARUERI (VALE DO SOL) - LINHA 1- TURQUESA DA CPTM	29.942	5,25	-	2,12	7,37
ANHANGUERA	COMUM	345	211	-	Integração com LINHA 11 CORAL DA CPTM - BARUERI (VALE DO SOL) - LINHA 11 CORAL DA CPTM	29.942	5,25	-	2,12	7,37
ANHANGUERA	COMUM	345	212	-	Integração com LINHA 12 SAFIRA DA CPTM - BARUERI (VALE DO SOL) - LINHA 12 SAFIRA DA CPTM	29.942	5,25	-	2,12	7,37
ANHANGUERA	COMUM	345	215	-	Integração com LINHA 15 PRATA DO METRO - BARUERI (VALE DO SOL) - LINHA 15 PRATA DO METRO	29.942	5,25	-	2,12	7,37
ANHANGUERA	COMUM	346	-	-	JANDIRA (JARDIM NOSSA SENHORA DE FATIMA)- SANTANA DE PARNAIBA (RESIDENCIAL VILA VELHA) via	28.560	4,95	-	-	4,95
ANHANGUERA	COMUM	346	01	-	BARUERI (CENTRO) - SANTANA DE PARNAIBA (RESIDENCIAL VILA VELHA)	19.339	4,20	-	-	4,20
ANHANGUERA	COMUM	346	201	-	Integração com LINHA 1 AZUL DO METRO - JANDIRA (JARDIM NOSSA SENHORA DE FATIMA) - LINHA 1 AZUL	28.560	4,95	-	2,12	7,07
ANHANGUERA	COMUM	346	202	-	Integração com LINHA 2 VERDE DO METRO - JANDIRA (JARDIM NOSSA SENHORA DE FATIMA) - LINHA 2 VER	28.560	4,95	-	2,12	7,07
ANHANGUERA	COMUM	346	203	-	Integração com LINHA 3 VERMELHA DO METRO - JANDIRA (JARDIM NOSSA SENHORA DE FATIMA) - LINHA 3	28.560	4,95	-	2,12	7,07
ANHANGUERA	COMUM	346	204	-	Integração com LINHA 4 AMARELA DO METRO - JANDIRA (JARDIM NOSSA SENHORA DE FATIMA) - LINHA 4 A	28.560	4,95	-	2,12	7,07
ANHANGUERA	COMUM	346	205	-	Integração com LINHA 5 LILAS DO METRO - JANDIRA (JARDIM NOSSA SENHORA DE FATIMA) - LINHA 5 LILAS	28.560	4,95	-	2,12	7,07
ANHANGUERA	COMUM	346	207	-	Integração com LINHA 7 RUBI DA CPTM - JANDIRA (JARDIM NOSSA SENHORA DE FATIMA) - LINHA 7 RUBI DA	28.560	4,95	-	2,12	7,07
										
(*)A tarifa+pedágio:valor pago pelo usuário										
(1)O usuário c/ origem no Metrô ou SPTRANS, paga o complemento no Ônibus Interm.										
(2)Legenda p/ integ.tarifárias: 201 a 215: Trilhos; 300-399:Ônibus Interm.; 400-499:Ônibus Munic.; 500-699:Ônibus Cor. ABD										
										
										
										
										
										
RELATÓRIO TARIFÁRIO - RMSP										
										
Data da Vigência:	09.01.2016									
Data da Atualização:	14.03.2016									
			SEÇÃO/					PARCELA	PARCELA	TARIFA
CONSÓRCIO/EMPRESA	SERVIÇO	LINHA	INTEGRAÇÃO	CIRCULARDENOMINAÇÃO		EXTENSÃO	TARIFA	PEDÁGIO	INTEGRAÇÃO	+ PEDÁGIO
			-2						TRILHOS	+ TRILHOS
ANHANGUERA	COMUM	346	208	-	Integração com LINHA 8 DIAMANTE DA CPTM - JANDIRA (JARDIM NOSSA SENHORA DE FATIMA) - LINHA 8 DI	28.560	4,95	-	2,12	7,07
ANHANGUERA	COMUM	346	209	-	Integração com LINHA 9 ESMERALDA DA CPTM - JANDIRA (JARDIM NOSSA SENHORA DE FATIMA) - LINHA 9	28.560	4,95	-	2,12	7,07
ANHANGUERA	COMUM	346	210	-	Integração com LINHA 10 TURQUESA DA CPTM - JANDIRA (JARDIM NOSSA SENHORA DE FATIMA) - LINHA 1-	28.560	4,95	-	2,12	7,07
ANHANGUERA	COMUM	346	211	-	Integração com LINHA 11 CORAL DA CPTM - JANDIRA (JARDIM NOSSA SENHORA DE FATIMA) - LINHA 11 CO	28.560	4,95	-	2,12	7,07
ANHANGUERA	COMUM	346	212	-	Integração com LINHA 12 SAFIRA DA CPTM - JANDIRA (JARDIM NOSSA SENHORA DE FATIMA) - LINHA 12 SA	28.560	4,95	-	2,12	7,07
ANHANGUERA	COMUM	346	215	-	Integração com LINHA 15 PRATA DO METRO - JANDIRA (JARDIM NOSSA SENHORA DE FATIMA) - LINHA 15 P	28.560	4,95	-	2,12	7,07
ANHANGUERA	COMUM	350	-	-	ITAPEVI (COHAB)- SAO PAULO (TERMINAL RODOVIARIO BARRA FUNDA) via SAO PAULO (LAPA)	42.947	5,65	-	-	5,65
ANHANGUERA	COMUM	350	01	-	ITAPEVI (COHAB) - BARUERI (BATALHAO LOGISTICO)	15.861	4,10	-	-	4,10
ANHANGUERA	COMUM	350	02	-	BARUERI (JARDIM JULIO) - SAO PAULO (BARRA FUNDA)	31.249	4,95	-	-	4,95
ANHANGUERA	COMUM	350	03	-	JANDIRA (JARDIM NOSSA SENHORA DE FATIMA) - OSASCO (VILA YARA)	20.271	4,50	-	-	4,50
ANHANGUERA	COMUM	350	201	-	Integração com LINHA 1 AZUL DO METRO - ITAPEVI (COHAB) - LINHA 1 AZUL DO METRO	42.947	5,65	-	2,12	7,77
ANHANGUERA	COMUM	350	202	-	Integração com LINHA 2 VERDE DO METRO -ITAPEVI (COHAB) - LINHA 2 VERDE DO METRO	42.947	5,65	-	2,12	7,77
ANHANGUERA	COMUM	350	203	-	Integração com LINHA 3 VERMELHA DO METRO - ITAPEVI (COHAB) - LINHA 3 VERMELHA DO METRO	42.947	5,65	-	2,12	7,77
ANHANGUERA	COMUM	350	204	-	Integração com LINHA 4 AMARELA DO METRO - ITAPEVI (COHAB) - LINHA 4 AMARELA DO METRO	42.947	5,65	-	2,12	7,77
ANHANGUERA	COMUM	350	205	-	Integração com LINHA 5 LILAS DO METRO - ITAPEVI (COHAB) - LINHA 5 LILAS DO METRO	42.947	5,65	-	2,12	7,77
ANHANGUERA	COMUM	350	207	-	Integração com LINHA 7 RUBI DA CPTM - ITAPEVI (COHAB) - LINHA 7 RUBI DA CPTM	42.947	5,65	-	2,12	7,77
ANHANGUERA	COMUM	350	208	-	Integração com LINHA 8 DIAMANTE DA CPTM - ITAPEVI (COHAB) - LINHA 8 DIAMANTE DA CPTM	42.947	5,65	-	2,12	7,77
ANHANGUERA	COMUM	350	209	-	Integração com LINHA 9 ESMERALDA DA CPTM - ITAPEVI (COHAB) - LINHA 9 ESMERALDA DA CPTM	42.947	5,65	-	2,12	7,77
ANHANGUERA	COMUM	350	210	-	Integração com LINHA 10 TURQUESA DA CPTM - ITAPEVI (COHAB) - LINHA 1- TURQUESA DA CPTM	42.947	5,65	-	2,12	7,77
ANHANGUERA	COMUM	350	211	-	Integração com LINHA 11 CORAL DA CPTM - ITAPEVI (COHAB) - LINHA 11 CORAL DA CPTM	42.947	5,65	-	2,12	7,77
ANHANGUERA	COMUM	350	212	-	Integração com LINHA 12 SAFIRA DA CPTM - ITAPEVI (COHAB) - LINHA 12 SAFIRA DA CPTM	42.947	5,65	-	2,12	7,77
ANHANGUERA	COMUM	350	215	-	Integração com LINHA 15 PRATA DO METRO - ITAPEVI (COHAB) - LINHA 15 PRATA DO METRO	42.947	5,65	-	2,12	7,77
ANHANGUERA	COMUM	350BI1	-	-	ITAPEVI (VILA GIOIA)- SAO PAULO (TERMINAL RODOVIARIO BARRA FUNDA) via SAO PAULO (LAPA)	42.840	5,65	-	-	5,65
ANHANGUERA	COMUM	350BI1	01	-	ITAPEVI (VILA JOIA) - BARUERI (BATALHAO LOGISTICO)	15.754	4,10	-	-	4,10
ANHANGUERA	COMUM	350BI1	02	-	BARUERI (JARDIM JULIO) - SAO PAULO (BARRA FUNDA)	31.249	4,95	-	-	4,95
ANHANGUERA	COMUM	350BI1	03	-	JANDIRA (JARDIM N. SRA. DE FATIMA) - OSASCO (VILA YARA)	20.271	4,50	-	-	4,50
ANHANGUERA	COMUM	350BI1	201	-	Integração com LINHA 1 AZUL DO METRO - ITAPEVI (VILA GIOIA) - LINHA 1 AZUL DO METRO	42.840	5,65	-	2,12	7,77
ANHANGUERA	COMUM	350BI1	202	-	Integração com LINHA 2 VERDE DO METRO - ITAPEVI (VILA GIOIA) - LINHA 2 VERDE DO METRO	42.840	5,65	-	2,12	7,77
ANHANGUERA	COMUM	350BI1	203	-	Integração com LINHA 3 VERMELHA DO METRO - ITAPEVI (VILA GIOIA) - LINHA 3 VERMELHA DO METRO	42.840	5,65	-	2,12	7,77
ANHANGUERA	COMUM	350BI1	204	-	Integração com LINHA 4 AMARELA DO METRO - ITAPEVI (VILA GIOIA) - LINHA 4 AMARELA DO METRO	42.840	5,65	-	2,12	7,77
ANHANGUERA	COMUM	350BI1	205	-	Integração com LINHA 5 LILAS DO METRO - ITAPEVI (VILA GIOIA) - LINHA 5 LILAS DO METRO	42.840	5,65	-	2,12	7,77
ANHANGUERA	COMUM	350BI1	207	-	Integração com LINHA 7 RUBI DA CPTM - ITAPEVI (VILA GIOIA) - LINHA 7 RUBI DA CPTM	42.840	5,65	-	2,12	7,77
ANHANGUERA	COMUM	350BI1	208	-	Integração com LINHA 8 DIAMANTE DA CPTM - ITAPEVI (VILA GIOIA) - LINHA 8 DIAMANTE DA CPTM	42.840	5,65	-	2,12	7,77
ANHANGUERA	COMUM	350BI1	209	-	Integração com LINHA 9 ESMERALDA DA CPTM - ITAPEVI (VILA GIOIA) - LINHA 9 ESMERALDA DA CPTM	42.840	5,65	-	2,12	7,77
ANHANGUERA	COMUM	350BI1	210	-	Integração com LINHA 10 TURQUESA DA CPTM - ITAPEVI (VILA GIOIA) - LINHA 1- TURQUESA DA CPTM	42.840	5,65	-	2,12	7,77
ANHANGUERA	COMUM	350BI1	211	-	Integração com LINHA 11 CORAL DA CPTM - ITAPEVI (VILA GIOIA) - LINHA 11 CORAL DA CPTM	42.840	5,65	-	2,12	7,77
ANHANGUERA	COMUM	350BI1	212	-	Integração com LINHA 12 SAFIRA DA CPTM - ITAPEVI (VILA GIOIA) - LINHA 12 SAFIRA DA CPTM	42.840	5,65	-	2,12	7,77
ANHANGUERA	COMUM	350BI1	215	-	Integração com LINHA 15 PRATA DO METRO - ITAPEVI (VILA GIOIA) - LINHA 15 PRATA DO METRO	42.840	5,65	-	2,12	7,77
ANHANGUERA	COMUM	352	-	-	SANTANA DE PARNAIBA (CIDADE DE SAO PEDRO)- SAO PAULO (LAPA)	33.728	5,65	0,60	-	6,25
										
(*)A tarifa+pedágio:valor pago pelo usuário										
(1)O usuário c/ origem no Metrô ou SPTRANS, paga o complemento no Ônibus Interm.										
(2)Legenda p/ integ.tarifárias: 201 a 215: Trilhos; 300-399:Ônibus Interm.; 400-499:Ônibus Munic.; 500-699:Ônibus Cor. ABD										
										
										
										
										
										
RELATÓRIO TARIFÁRIO - RMSP										
										
Data da Vigência:	09.01.2016									
Data da Atualização:	14.03.2016									
			SEÇÃO/					PARCELA	PARCELA	TARIFA
CONSÓRCIO/EMPRESA	SERVIÇO	LINHA	INTEGRAÇÃO	CIRCULARDENOMINAÇÃO		EXTENSÃO	TARIFA	PEDÁGIO	INTEGRAÇÃO	+ PEDÁGIO
			-2						TRILHOS	+ TRILHOS
ANHANGUERA	COMUM	352	01	-	SANTANA DE PARNAIBA (CIDADE DE SAO PEDRO) - SAO PAULO (KM 25,7 DA RODOVIA ANHANGUERA)	15.559	3,50	0,60	-	4,10
ANHANGUERA	COMUM	352	02	-	SAO PAULO (KM 25,7 DA RODOVIA ANHANGUERA) - SAO PAULO (LAPA)	18.155	4,20	-	-	4,20
ANHANGUERA	COMUM	352	201	-	Integração com LINHA 1 AZUL DO METRO - SANTANA DE PARNAIBA (CIDADE DE SAO PEDRO) - LINHA 1 AZU	33.728	5,65	0,60	2,12	8,37
ANHANGUERA	COMUM	352	202	-	Integração com LINHA 2 VERDE DO METRO - SANTANA DE PARNAIBA (CIDADE DE SAO PEDRO) - LINHA 2 VE	33.728	5,65	0,60	2,12	8,37
ANHANGUERA	COMUM	352	203	-	Integração com LINHA 3 VERMELHA DO METRO - SANTANA DE PARNAIBA (CIDADE DE SAO PEDRO) - LINHA	33.728	5,65	0,60	2,12	8,37
ANHANGUERA	COMUM	352	204	-	Integração com LINHA 4 AMARELA DO METRO - SANTANA DE PARNAIBA (CIDADE DE SAO PEDRO) - LINHA 4	33.728	5,65	0,60	2,12	8,37
ANHANGUERA	COMUM	352	205	-	Integração com LINHA 5 LILAS DO METRO - SANTANA DE PARNAIBA (CIDADE DE SAO PEDRO) - LINHA 5 LILA	33.728	5,65	0,60	2,12	8,37
